REVMAN_ID,REVIEW_TITLE,PERFBIAS_RISK,PERFBIAS_JUDGEMENT,YEAR
STD-Wang-2005,Aripiprazole versus typical antipsychotic drugs for schizophrenia,Information could not be retrieved,Information could not be retrieved,2005
STD-Green-1987,Art therapy for schizophrenia or schizophrenia-like illnesses,Information could not be retrieved,Information could not be retrieved,1987
STD-Richardson-2002,Art therapy for schizophrenia or schizophrenia-like illnesses,Information could not be retrieved,Information could not be retrieved,2000
STD-Chapel-2009,Asenapine versus placebo for schizophrenia,Unclear Risk,"Double-blind" - but no further description provided.,2009
STD-Kane-2010,Asenapine versus placebo for schizophrenia,Unclear Risk,"Double-blind" - but no further description provided.,2010
STD-Kane-2011,Asenapine versus placebo for schizophrenia,Low risk,"Double-blind". "asenapine and placebo sublingual tablets were identical in appearance". "neither patients nor sites were aware of the tablet identity". Probably done.,2011
STD-NCT00151424,Asenapine versus placebo for schizophrenia,Unclear Risk,Double-blind - no further description.,2005
STD-NCT00156117,Asenapine versus placebo for schizophrenia,Unclear Risk,"Double-Blind (subject[comma] caregiver[comma] investigator[comma] outcomes assessor)". No further description.,2005
STD-Potkin-2007,Asenapine versus placebo for schizophrenia,Low risk,"Double-blind" "In this double-dummy design[comma] asenapine-treated patients also received oral placebo BID...and patients in the placebo-control group received oral and sublingual placebo BID". Probably done.,2007
STD-Alfredsson-1984,Atypical antipsychotics for people with both schizophrenia and depression,Information could not be retrieved,Information could not be retrieved,1984
STD-Emsley-2003,Atypical antipsychotics for people with both schizophrenia and depression,Information could not be retrieved,Information could not be retrieved,2003
STD-Jasovic-1997,Atypical antipsychotics for people with both schizophrenia and depression,Information could not be retrieved,Information could not be retrieved,1997
STD-Aranda-2007,Atypical antipsychotics for psychosis in adolescents,High risk,This was an open-label study.,2007
STD-DelBello-2008,Atypical antipsychotics for psychosis in adolescents,High risk,This was an open-label trial.,2006
STD-Findling-2008,Atypical antipsychotics for psychosis in adolescents,Low risk,This was a double-blind placebo-controlled trial.,2008
STD-Haas-2009,Atypical antipsychotics for psychosis in adolescents,Low risk,This was a double-blind study.,2009
STD-Huo-2007,Atypical antipsychotics for psychosis in adolescents,Unclear Risk,Not described in the report.,2007
STD-Jensen-2008,Atypical antipsychotics for psychosis in adolescents,High risk,This was an open-label study.,2007
STD-Kryzhanovskaya-2009,Atypical antipsychotics for psychosis in adolescents,Low risk,There was a double-blind phase followed by an open-label phase.,2009
STD-Kumra-1996,Atypical antipsychotics for psychosis in adolescents,Low risk,Raters[comma] treating physicians and nurses were blind to the study status.,1996
STD-Kumra-2008,Atypical antipsychotics for psychosis in adolescents,Low risk,This was a double-blind RCT[comma] but the details of blinding and how it was maintained had not been described in the report.,2008
STD-Sikich-2004,Atypical antipsychotics for psychosis in adolescents,Low risk,This was a double-blind study[comma] but the details of how blinding was maintained were not reported.,2004
STD-Sikich-2008,Atypical antipsychotics for psychosis in adolescents,Low risk,This was a double-blind study[comma] and blinding was maintained even after discontinuation of one of the arms (olanzapine group) of the study for ethical reasons.,2008
STD-Swadi-2010,Atypical antipsychotics for psychosis in adolescents,High risk,Open-label study with blind midpoint and end point assessments.,2010
STD-Xiong-2004,Atypical antipsychotics for psychosis in adolescents,High risk,Blinding not clear.,2004
STD-Mahal-1976,Ayurvedic medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1976
STD-Ramu-1992,Ayurvedic medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1992
STD-Ramu-1999,Ayurvedic medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1999
