REVMAN_ID,REVIEW_TITLE,PERFBIAS_RISK,PERFBIAS_JUDGEMENT,YEAR
STD-Wang-2005,Aripiprazole versus typical antipsychotic drugs for schizophrenia,Information could not be retrieved,Information could not be retrieved,2005
STD-Green-1987,Art therapy for schizophrenia or schizophrenia-like illnesses,Information could not be retrieved,Information could not be retrieved,1987
STD-Richardson-2002,Art therapy for schizophrenia or schizophrenia-like illnesses,Information could not be retrieved,Information could not be retrieved,2000
STD-Chapel-2009,Asenapine versus placebo for schizophrenia,Unclear Risk,"Double-blind" - but no further description provided.,2009
STD-Kane-2010,Asenapine versus placebo for schizophrenia,Unclear Risk,"Double-blind" - but no further description provided.,2010
STD-Kane-2011,Asenapine versus placebo for schizophrenia,Low risk,"Double-blind". "asenapine and placebo sublingual tablets were identical in appearance". "neither patients nor sites were aware of the tablet identity". Probably done.,2011
STD-NCT00151424,Asenapine versus placebo for schizophrenia,Unclear Risk,Double-blind - no further description.,2005
STD-NCT00156117,Asenapine versus placebo for schizophrenia,Unclear Risk,"Double-Blind (subject[comma] caregiver[comma] investigator[comma] outcomes assessor)". No further description.,2005
STD-Potkin-2007,Asenapine versus placebo for schizophrenia,Low risk,"Double-blind" "In this double-dummy design[comma] asenapine-treated patients also received oral placebo BID...and patients in the placebo-control group received oral and sublingual placebo BID". Probably done.,2007
STD-Alfredsson-1984,Atypical antipsychotics for people with both schizophrenia and depression,Information could not be retrieved,Information could not be retrieved,1984
STD-Emsley-2003,Atypical antipsychotics for people with both schizophrenia and depression,Information could not be retrieved,Information could not be retrieved,2003
STD-Jasovic-1997,Atypical antipsychotics for people with both schizophrenia and depression,Information could not be retrieved,Information could not be retrieved,1997
STD-Aranda-2007,Atypical antipsychotics for psychosis in adolescents,High risk,This was an open-label study.,2007
STD-DelBello-2008,Atypical antipsychotics for psychosis in adolescents,High risk,This was an open-label trial.,2006
STD-Findling-2008,Atypical antipsychotics for psychosis in adolescents,Low risk,This was a double-blind placebo-controlled trial.,2008
STD-Haas-2009,Atypical antipsychotics for psychosis in adolescents,Low risk,This was a double-blind study.,2009
STD-Huo-2007,Atypical antipsychotics for psychosis in adolescents,Unclear Risk,Not described in the report.,2007
STD-Jensen-2008,Atypical antipsychotics for psychosis in adolescents,High risk,This was an open-label study.,2007
STD-Kryzhanovskaya-2009,Atypical antipsychotics for psychosis in adolescents,Low risk,There was a double-blind phase followed by an open-label phase.,2009
STD-Kumra-1996,Atypical antipsychotics for psychosis in adolescents,Low risk,Raters[comma] treating physicians and nurses were blind to the study status.,1996
STD-Kumra-2008,Atypical antipsychotics for psychosis in adolescents,Low risk,This was a double-blind RCT[comma] but the details of blinding and how it was maintained had not been described in the report.,2008
STD-Sikich-2004,Atypical antipsychotics for psychosis in adolescents,Low risk,This was a double-blind study[comma] but the details of how blinding was maintained were not reported.,2004
STD-Sikich-2008,Atypical antipsychotics for psychosis in adolescents,Low risk,This was a double-blind study[comma] and blinding was maintained even after discontinuation of one of the arms (olanzapine group) of the study for ethical reasons.,2008
STD-Swadi-2010,Atypical antipsychotics for psychosis in adolescents,High risk,Open-label study with blind midpoint and end point assessments.,2010
STD-Xiong-2004,Atypical antipsychotics for psychosis in adolescents,High risk,Blinding not clear.,2004
STD-Mahal-1976,Ayurvedic medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1976
STD-Ramu-1992,Ayurvedic medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1992
STD-Ramu-1999,Ayurvedic medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1999
STD-Eckmann-1984,Benperidol for schizophrenia,Unclear Risk,Quote: "double-blind study". Oral liquid medication. No further details.,1984
STD-Bobruff-1981,Benzodiazepines for antipsychotic-induced tardive dyskinesia,Unclear Risk,"double-blind". Details not reported.,1981
STD-Csernansky-1988,Benzodiazepines for antipsychotic-induced tardive dyskinesia,Low risk,"Patients were randomly assigned to the treatment with either alprozalam[comma] diadepam[comma] or placebo under double-blind conditions. Identical capsules contained either 1 mg of alprozalam[comma] 10mg of diazepam[comma] or the drug carrier as placebo.",1988
STD-Weber-1983,Benzodiazepines for antipsychotic-induced tardive dyskinesia,High risk,As one of the groups received an intervention and the second standard care[comma] blinding of participants and personnel could not have been possible.,1983
STD-Xiang-1997,Benzodiazepines for antipsychotic-induced tardive dyskinesia,Low risk,"double blind." "The two drugs were contained in capsules with same appearance." Blinding of participants and key study personnel ensured.,1997
STD-Kutcher-1989,Benzodiazepines for neuroleptic-induced acute akathisia,Information could not be retrieved,Information could not be retrieved,1989
STD-Pujalte-1994,Benzodiazepines for neuroleptic-induced acute akathisia,Information could not be retrieved,Information could not be retrieved,1994
STD-Alprazolam-1992[comma]-USA,Benzodiazepines for psychosis-induced aggression or agitation,Low risk,Double-blind - the investigators who administered the scales were blind to each other's ratings[comma] and trial author DMM was blind to the dose and schedule of treatment. Both investigators were blind to drug assignment. Rating scales: trial author JGB administered the BPRS-psychosis subscale[comma] SANS[comma] SAPS and trial author DMM administered the full-scale version of the BPRS - ratings were not a self-report or completed by an independent rater.,1992
STD-Clonazepam-1993[comma]-CA,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Double blind - the evaluating psychiatrist was "blind to treatment allocations" and determined the exact dose of medication. The haloperidol group also received procyclidine with each dose - to maintain double-blind conditions[comma] the clonazepam group received procyclidine placebo with each dose. Rating scales: > 80% completed by a study psychiatrist[comma] it was unclear whether the rater was blinded.,1993
STD-Clonazepam-1999[comma]-CHN,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Not stated. Rating scales: unclear who administered the rating scales.,1999
STD-Clonazepam-2007a[comma]-CHN,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Double blind[comma] not state who was blinded.,2007
STD-Diazepam-1979[comma]-IL,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Observer blind - it is unclear how trial authors remained blinded to alternation and decrease of haloperidol dosage. Rating scales: BPRS and CGI were performed by consensus of 2 physicians (trial authors EL and YL)[comma] who were "unaware of the treatment administered.",1979
STD-Flunitrazepam-1999[comma]-IL,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Not state whether investigators were blinded. Rating scales: trial coauthor administered rating scales used for study. All rating scales (OAS[comma] BPRS and CGI) were completed by author NK[comma] who was blind to the study medications; unclear whether dose adjustment was blind.,1999
STD-Lorazepam-1989[comma]-USA,Benzodiazepines for psychosis-induced aggression or agitation,High risk,Non-blind[comma] authors stated[comma] "we considered that the degree of tranquillisation desired when treating agitated patients is easily ascertained[comma] and thus we did not use control subjects and a blind design." Rating scales: unclear who administered rating scales used to determine baseline agitation ratings.,1989
STD-Lorazepam-1991[comma]-USA,Benzodiazepines for psychosis-induced aggression or agitation,Low risk,Investigators were likely to have been blinded as the parenteral medication was prepared in advance by a member of the research staff who had no direct clinical responsibility for the participant. Rating scales: raters were blind to the treatment condition received by the participant. OAS ratings were obtained by staff nurses. BPRS ratings were obtained by "trained study psychiatrists." Adverse effects and sedation were assessed by clinicians who did not participate in evaluating therapeutic results.,1991
STD-Lorazepam-1997a[comma]-USA,Benzodiazepines for psychosis-induced aggression or agitation,Low risk,Double-blind - "the emergency department psychiatrist who treated and rated the patient remained blinded to the identity of the patient's medication throughout treatment." Rating scales: administered by emergency department psychiatrist[comma] who also treated the participant[comma] but "remained blinded to the identity of the patient's medication throughout.",1997
STD-Lorazepam-1997b[comma]-USA,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Double blind; however[comma] no further description of blinding provided. Rating scales: symptom ratings were conducted by 1 of 4 raters (psychiatry residents or psychiatric nursing staff). Raters were trained by trial author SF.,1997
STD-Lorazepam-1998[comma]-SA,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Medications administered using "double blind procedures." Not stated who was blinded. Rating scales were completed by 1 of 4 people who were "trained" by study author (SF).,1998
STD-Lorazepam-1998[comma]-USA,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Double blind - "a member of nursing staff[comma] independent of patient assessment or treatment[comma] prepared and coded each injection of equal volume." Rating scales: administered by an investigator - unclear whether this investigator was an independent rater.,1998
STD-Lorazepam-2001[comma]-RO-and-USA,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Double blind - no further description. Rating scales: Agitation-Calmness Evaluation Scale - single-item 9-point scale[comma] developed by trial sponsors Eli Lilly and Company (results not included). Unclear who administered the rating scales used.,2001
STD-Lorazepam-2004[comma]-IN,Benzodiazepines for psychosis-induced aggression or agitation,High risk,Investigators not blinded[comma] as blinding was kept until point of treatment assignment[comma] which minimised selection bias. Rating scales: study co-ordinators[comma] who were blind to interventions given[comma] undertook ratings.,2004
STD-Lorazepam-2006[comma]-USA,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Double blind - no further description. Rating scales: administered by trained study evaluators[comma] with inter-rater reliability assessed by independent evaluation of a video-taped mode.,2006
STD-Lorazepam-2009[comma]-SK,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Not stated.,2009
STD-Lorazepam-2010[comma]-IN,Benzodiazepines for psychosis-induced aggression or agitation,High risk,Open label.,2010
STD-Midazolam-2003[comma]-BZ,Benzodiazepines for psychosis-induced aggression or agitation,High risk,Investigators were not blinded as the blinding was kept until point of treatment assignment[comma] which minimised selection bias. Doses of medication administered were "at the treating doctors discretion." Rating scales: raters were nurses/doctors not involved in the management of the emergency - unknown to treating clinicians.,2003
STD-Midazolam-2006[comma]-AU,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Double blind; blinding was maintained by returning sealed envelopes contained in study pack. It is stated[comma] however[comma] that "if necessary for patient treatment[comma] unblinding of the drug could be achieved by opening [the sealed envelope];" unclear whether this was done. A blinded explicit review of the participant's medical record was performed after discharge. 2 participants from each treatment group (n = 4) were treated on an 'unblinded' basis - no further details are given. Rating scale: not stated who administered rating scales.,2006
STD-Midazolam-2011[comma]-BZ,Benzodiazepines for psychosis-induced aggression or agitation,Unclear Risk,Double blind - study medications were packaged in identical colour-coded boxes. Rating scales were repeatedly administered by 2 raters - unclear whether these were independent raters.,2011
STD-Azima-1962,Benzodiazepines for schizophrenia,Low risk,“Multi-blind”; “identical placebos”.,1962
STD-Barbee-1992,Benzodiazepines for schizophrenia,Low risk,“Double-blind”; “identically appearing placebo tablet”.,1992
STD-Battaglia-1997,Benzodiazepines for schizophrenia,Low risk,"Double-blind". "The emergency department psychiatrist who treated and rated the patient remained blinded to the identity of the patient’s medication throughout treatment." The non-blinding of others is unlikely to introduce bias. The "syringes containing the study drug were prepared by a non-blinded nurse or hospital pharmacist and delivered to the emergency department as needed.",1997
STD-Carpenter-1999,Benzodiazepines for schizophrenia,Unclear Risk,“Double-blind”; no further details.,1999
STD-Cheung-1981,Benzodiazepines for schizophrenia,Unclear Risk,“Double-blind”; no further details.,1981
STD-Chouinard-1993,Benzodiazepines for schizophrenia,Low risk,“Double-blind”. “To ensure double-blind conditions[comma] the clonazepam group received procyclidine placebo with each dose.” The nurse administering the drugs i.m. injections “was not blind to the treatment allocations”[comma] but this was unlikely to introduce bias.,1993
STD-Dorevitch-1999,Benzodiazepines for schizophrenia,Unclear Risk,“Double-blind“; no further details.,1999
STD-Foster-1997,Benzodiazepines for schizophrenia,Unclear Risk,“Double-blind”; no further details.,1997
STD-Garza-Trevino-1989,Benzodiazepines for schizophrenia,High risk,Non-blind.,1989
STD-Gundlach-1966,Benzodiazepines for schizophrenia,Low risk,“Double-blind”. “Placebo was matched in appearance.” “The psychiatrists[comma] social workers and other personnel dealing with the patients did not have access the code indicating which patients were treated with diazepam and which with placebo.”.,1966
STD-Guz-1972,Benzodiazepines for schizophrenia,Unclear Risk,“Double-blind”[comma] no further details.,1972
STD-Hankoff-1962,Benzodiazepines for schizophrenia,Low risk,“Double-blind”; “All the drugs and their placebos were administered in pink No. 2 capsules.”.,1962
STD-Hanlon-1969,Benzodiazepines for schizophrenia,Unclear Risk,“Double-blind”[comma] no further details.,1969
STD-Hanlon-1970,Benzodiazepines for schizophrenia,Unclear Risk,“Double-blind”[comma] no further details.,1970
STD-Holden-1968,Benzodiazepines for schizophrenia,Low risk,“Double-blind”. “The drugs were prepared in identical capsules.” Comment: Probably done.,1968
STD-Kurland-1966,Benzodiazepines for schizophrenia,Low risk,“Double-blind”; “Chlordiazepoxide[comma] imipramine[comma] and placebo were dispensed from the pharmacy in identical opaque white capsules[comma] so that neither patients nor research personnel knew which of theses medications was being administered.” Comment: Probably done.,1966
STD-Kutcher-1989,Benzodiazepines for schizophrenia,Low risk,“Double blind”; tablets were “identical in appearance” Comment: Probably done.,1989
STD-Lerner-1979,Benzodiazepines for schizophrenia,Unclear Risk,“Double-blind”; no further details.,1979
STD-Lingjaerde-1979,Benzodiazepines for schizophrenia,Low risk,“Double-blind”. “Tablets of identical appearance.” Comment: Probably done.,1979
STD-Lingjaerde-1982,Benzodiazepines for schizophrenia,Low risk,“Double-blind”. “Similar-looking placebo tablets” Comment: Probably done.,1982
STD-Ma-2006,Benzodiazepines for schizophrenia,Unclear Risk,Single-blind; no further details.,2006
STD-Marneros-1979,Benzodiazepines for schizophrenia,Unclear Risk,“Double-blind”[comma] no further details.,1979
STD-Merlis-1962,Benzodiazepines for schizophrenia,Low risk,“Double-blind”. “Capsules of identical appearance[comma] identified on the ward only by code letter.” Comment: Probably done.,1962
STD-Minervini-1990,Benzodiazepines for schizophrenia,Low risk,“Alpidem tablets of 50 mg and placebo tablets were identical in size and appearance.” Comment: Probably done.,1990
STD-Morphy-1986,Benzodiazepines for schizophrenia,Unclear Risk,“Double-blind”; no further details.,1986
STD-Nestoros-1982,Benzodiazepines for schizophrenia,Low risk,“Double-blind”; “matched tablets”. Comment: Probably done.,1982
STD-Nishikawa-1982,Benzodiazepines for schizophrenia,Low risk,“Double-blind”. “Drug appearance[comma] with respect to powder colour[comma] taste and volume[comma] was made identical by adding a kind of stomachics.” Comment: Probably done.,1982
STD-Pujalte-1994,Benzodiazepines for schizophrenia,Low risk,“Double-blind”; “identical appearance” of the study medication. Comment: Probably done.,1994
STD-Stevens-1992,Benzodiazepines for schizophrenia,High risk,“The study design was open.”.,1992
STD-TREC-Rio-2003,Benzodiazepines for schizophrenia,High risk,“Open treatment.”.,2003
STD-Wang-2000,Benzodiazepines for schizophrenia,High risk,Non-blind.,2000
STD-Wang-2003,Benzodiazepines for schizophrenia,High risk,Not double-blind; no further details.,2003
STD-Wyant-1990,Benzodiazepines for schizophrenia,Unclear Risk,“Single-blind”; no further details.,1990
STD-Xuan-2007,Benzodiazepines for schizophrenia,High risk,Non-blind; no further details.,2007
STD-Allan-1996,Beta-blocker supplementation of standard drug treatment for schizophrenia,Low risk,Double-blind[comma] no details.,1996
STD-Alpert-1990,Beta-blocker supplementation of standard drug treatment for schizophrenia,Low risk,Double blind[comma] no details.,1990
STD-Karniol-1982,Beta-blocker supplementation of standard drug treatment for schizophrenia,Low risk,Double blind[comma] no details.,1982
STD-Myers-1981,Beta-blocker supplementation of standard drug treatment for schizophrenia,Low risk,Double blind[comma] no details.,1981
STD-Poyurovsky-2006,Beta-blocker supplementation of standard drug treatment for schizophrenia,Low risk,Double blind[comma] explained.,2006
STD-Pugh-1983,Beta-blocker supplementation of standard drug treatment for schizophrenia,Low risk,Double blind[comma] no details.,1983
STD-Ratey-1992,Beta-blocker supplementation of standard drug treatment for schizophrenia,Low risk,Double blinded[comma] no details.,1992
STD-Wells-1991,Beta-blocker supplementation of standard drug treatment for schizophrenia,Low risk,No details.,1991
STD-Yorkston-1977,Beta-blocker supplementation of standard drug treatment for schizophrenia,Unclear Risk,Blinding implied[comma] but no details.,1976
STD-Barbato-2006,Bifeprunox versus placebo for schizophrenia,Unclear Risk,"Double-blind" no further details reported.,2006
STD-Bourin-2007,Bifeprunox versus placebo for schizophrenia,Unclear Risk,"Double-blind" no further information reported.,2007
STD-Casey-2007,Bifeprunox versus placebo for schizophrenia,Unclear Risk,"Double-blind" no further details reported.,2007
STD-Meltzer-2007,Bifeprunox versus placebo for schizophrenia,Unclear Risk,"Double-blind" no further information reported.,2007
STD-McLaren-1992,Bromperidol decanoate (depot) for schizophrenia,Unclear Risk,Quote: "Bromperidol decanoate or fluphenazine decanoate in identical ampoules". Unclear if raters independent and unclear if blinding was successful.,1992
STD-Rossi-1990,Bromperidol decanoate (depot) for schizophrenia,Unclear Risk,Investigator involved in selection and outcome evaluation[comma] did not access randomisation list and drug administration.,1990
STD-Rossi-1992,Bromperidol decanoate (depot) for schizophrenia,Unclear Risk,Quote: "Drugs were provided in identical packages in order to maintain double-blindness".,1992
STD-Smeraldi-1990,Bromperidol decanoate (depot) for schizophrenia,Unclear Risk,Quote: "The placebo and bromperidol phials were perfectly identical".,1990
STD-Loonen-1992,Calcium channel blockers for antipsychotic-induced tardive dyskinesia,Low risk,"double-blind to placebo tablets which looked identically;" "The double-blind code was not broken until the last patient had terminated.",1992
STD-Schwartz-1997,Calcium channel blockers for antipsychotic-induced tardive dyskinesia,Unclear Risk,"double-blind;" further details were not reported.,1997
STD-Zeng-1994,Calcium channel blockers for antipsychotic-induced tardive dyskinesia,Low risk,"double blind study[comma] the interventions were coded as intervention A or B by the researcher in pharmacy;" "Participants and personnel did not know the allocation result. The two drugs contained in capsules with the same appearance." Blinding of participants and key study personnel ensured.,1994
STD-Akerele-2007,Cannabis and schizophrenia,Unclear Risk,Risperidone and olanzapine in gelatin capsules containing riboflavin - unclear if successful - not tested.,2007
STD-Bonsack-2011,Cannabis and schizophrenia,Low risk,Assessments by independent parties[comma] participants blind.,2011
STD-Brunette-2011,Cannabis and schizophrenia,High risk,Clinicians and participants not blinded.,2011
STD-Edwards-2006,Cannabis and schizophrenia,Low risk,Quote: 'A single-blind randomised controlled trial.',2006
STD-Hjorthoj-2013,Cannabis and schizophrenia,High risk,Fourteen patients or managers accidentally broke the blinding.,2013
STD-Leweke-2012,Cannabis and schizophrenia,Low risk,Prepared by person uninvolved in study.,2012
STD-Madigan-2012,Cannabis and schizophrenia,Low risk,Single blind (uninvolved researcher responsible for randomisation).,2012
STD-van-Nimwegen-2008,Cannabis and schizophrenia,Low risk,Double blind.,2006
STD-Carpenter-1991,Carbamazepine for schizophrenia,Unclear Risk,"Double-blind"[comma] "identical placebo tablets" (p.69)[comma] "number of carbamazepine tablets was adjusted by a nonblind psychiatrist" (p.70).,1991
STD-Dose-1987,Carbamazepine for schizophrenia,Unclear Risk,"Double-blind" - no further details (p.304).,1987
STD-Heßlinger-1998,Carbamazepine for schizophrenia,Unclear Risk,"Psychiatrist (...) was blind to medication and drug levels. However[comma] he had access to the nursing charts" (p.311) Patients were not aware of the treatment (information received by letter).,1998
STD-Llorca-1993,Carbamazepine for schizophrenia,Low risk,"Tout au long de l'étude[comma] les patients sont à l'insu du traitement recu. Durant les 4 phase de l'expérimentation[comma] patients et investigateurs sont à l'insu de la médication adjuvante recue". "Afin de maintenir les conditions de double aveugle[comma] les résultats des dosages pratiqués sont collectés au fur et à mesure de l'étude par un médecin différent du cotateur (M.A.W.)" "capsules identiques".,1993
STD-Mair-1990,Carbamazepine for schizophrenia,Unclear Risk,Blinding not described (an open study) (p.79).,1990
STD-Martin-Munoz-1989,Carbamazepine for schizophrenia,Unclear Risk,"Doble ciego"[comma] no further details.,1989
STD-Nachshoni-1994,Carbamazepine for schizophrenia,Low risk,"Double-blind design" (p.24)[comma] patients and personal were blind[comma] tablets were identical (letter).,1994
STD-Neppe-1983,Carbamazepine for schizophrenia,Unclear Risk,"Double blind" (p.326).,1983
STD-Simhandl-1996,Carbamazepine for schizophrenia,Unclear Risk,"Double-blind"[comma] no further details.,1996
STD-Svestka-1989,Carbamazepine for schizophrenia,Unclear Risk,No information available.,1989
STD-Adler-1989,Central action beta-blockers versus placebo for neuroleptic-induced acute akathisia,Information could not be retrieved,Information could not be retrieved,1989
STD-Irwin-1988,Central action beta-blockers versus placebo for neuroleptic-induced acute akathisia,Information could not be retrieved,Information could not be retrieved,1988
STD-Kramer-1988,Central action beta-blockers versus placebo for neuroleptic-induced acute akathisia,Information could not be retrieved,Information could not be retrieved,1988
STD-Andrews-1976,Cessation of medication for people with schizophrenia already stable on chlorpromazine,Information could not be retrieved,Information could not be retrieved,1976
STD-Caffey-1964,Cessation of medication for people with schizophrenia already stable on chlorpromazine,Information could not be retrieved,Information could not be retrieved,1963
STD-Freeman-1962,Cessation of medication for people with schizophrenia already stable on chlorpromazine,Information could not be retrieved,Information could not be retrieved,1962
STD-Greenberg-1966,Cessation of medication for people with schizophrenia already stable on chlorpromazine,Information could not be retrieved,Information could not be retrieved,1966
STD-Hogarty-1973-a,Cessation of medication for people with schizophrenia already stable on chlorpromazine,Information could not be retrieved,Information could not be retrieved,1973
STD-Mathur-1981,Cessation of medication for people with schizophrenia already stable on chlorpromazine,Information could not be retrieved,Information could not be retrieved,1981
STD-Morton-1968,Cessation of medication for people with schizophrenia already stable on chlorpromazine,Information could not be retrieved,Information could not be retrieved,1968
STD-Pigache-1973,Cessation of medication for people with schizophrenia already stable on chlorpromazine,Information could not be retrieved,Information could not be retrieved,1973
STD-Shawver-1959,Cessation of medication for people with schizophrenia already stable on chlorpromazine,Information could not be retrieved,Information could not be retrieved,1959
STD-Zeller-1956,Cessation of medication for people with schizophrenia already stable on chlorpromazine,Information could not be retrieved,Information could not be retrieved,1956
STD-Chen-1997,Chinese herbal medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1997
STD-Luo-1997-a,Chinese herbal medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1997
STD-Meng-1996,Chinese herbal medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1996
STD-Zhang-1987,Chinese herbal medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1987
STD-Zhang-1997,Chinese herbal medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1997
STD-Zhang-2001,Chinese herbal medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,2001
STD-Zhu-1996,Chinese herbal medicine for schizophrenia,Information could not be retrieved,Information could not be retrieved,1996
STD-Chouinard-1976,Chlorpromazine dose for people with schizophrenia,Low risk,Quote: "double-blind conditions"[comma] "identical-appearing tablets...administered three times a day" pp119[comma] p6. Comment: probably done (double[comma] tablets of identical appearance[comma] same amount of tablets and treatment scheme to all patients).,1976
STD-Clark-1972,Chlorpromazine dose for people with schizophrenia,Low risk,Quote: "double-blind study" pp479[comma] p5; "all patients received the same volume of medication (10 mL twice daily) but in different concentration" pp262[comma] p1 Comment: probably done.,1972
STD-Prien-1968,Chlorpromazine dose for people with schizophrenia,Low risk,Quote: "The low dose and placebo group also received liquid concentrate[comma] on a double-blind basis" pp483[comma] p6. Comment: identical liquid administration. Blinding probably done.,1968
STD-Wode-Helgodt-1978,Chlorpromazine dose for people with schizophrenia,Low risk,Quote: “For drug administration the “double-dummy technique” was used[comma] i.e. every patient received the same total number of tablets containing CPZ or placebo. The appearance of the placebo tablets was identical to those containing CPZ” pp152[comma] p1. Comment: double-dummy technique probably done[comma] same tablet numbers and shape.,1978
STD-Xu-2009,Chlorpromazine dose for people with schizophrenia,Unclear Risk,Not mentioned. No detail information was described in the study.,2009
STD-Man-1973,Chlorpromazine for psychosis induced aggression or agitation,Unclear Risk,Quote: "conducted under double-blind conditions..."  not tested.,1973
STD-HGCQ-(Turkey)-2000,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,High risk,No blinding.,2000
STD-HGDV-(Morocco)-1999,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,High risk,No blinding. Quote: "This is an open label study...personnel at the study site[comma] patients and personnel at Lilly were not blinded as to the treatment being administered.",1999
STD-vs-OLZ---An-2006,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2006
STD-vs-OLZ---Chang-2003,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2003
STD-vs-OLZ---Chen-2006,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2006
STD-vs-OLZ---He-2003,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2003
STD-vs-OLZ---Loza-1999-(HGDT),Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,High risk,This is an open label study.,1999
STD-vs-OLZ---Luo-2007,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2007
STD-vs-OLZ---Wang-2002,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,High risk,Open label. Quote: "test and control drugs were administrated openly." p2665.,2002
STD-vs-OLZ---Wang-2008,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2008
STD-vs-OLZ---Wu-2008,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2008
STD-vs-OLZ---Zhao-2006,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2006
STD-vs-QTP---Ai-2007,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2007
STD-vs-QTP---An-2005,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2005
STD-vs-QTP---Cai-2006,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2006
STD-vs-QTP---Cai-2007,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2007
STD-vs-QTP---Cao-2005,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2005
STD-vs-QTP---Chen-2001,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2001
STD-vs-QTP---Chen-2007,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2007
STD-vs-QTP---Chen-2008,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2008
STD-vs-QTP---Cheng-2003,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2003
STD-vs-QTP---Deng-2004,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2004
STD-vs-QTP---Guo-2003a,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2003
STD-vs-QTP---Guo-2003b,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2003
STD-vs-QTP---Guo-2005,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2005
STD-vs-QTP---Guo-2006,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2006
STD-vs-QTP---Guo-2007,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2007
STD-vs-QTP---Guo-2008,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2008
STD-vs-QTP---He-2003,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2003
STD-vs-QTP---Hu-2003,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2003
STD-vs-QTP---Ji-2004,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not stated.,2004
STD-vs-QTP---Jiang-2006,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2006
STD-vs-QTP---Jiang-2008,Chlorpromazine versus atypical antipsychotic drugs for schizophrenia,Unclear Risk,Not reported.,2008
